,0-media,0-std,0-min,0-25,0-mediana,0-75,0-max,1-media,1-std,1-min,1-25,1-mediana,1-75,1-max,2-media,2-std,2-min,2-25,2-mediana,2-75,2-max,3-media,3-std,3-min,3-25,3-mediana,3-75,3-max,4-media,4-std,4-min,4-25,4-mediana,4-75,4-max,5-media,5-std,5-min,5-25,5-mediana,5-75,5-max,6-media,6-std,6-min,6-25,6-mediana,6-75,6-max,7-media,7-std,7-min,7-25,7-mediana,7-75,7-max,8-media,8-std,8-min,8-25,8-mediana,8-75,8-max,9-media,9-std,9-min,9-25,9-mediana,9-75,9-max,10-media,10-std,10-min,10-25,10-mediana,10-75,10-max,11-media,11-std,11-min,11-25,11-mediana,11-75,11-max,12-media,12-std,12-min,12-25,12-mediana,12-75,12-max,13-media,13-std,13-min,13-25,13-mediana,13-75,13-max,14-media,14-std,14-min,14-25,14-mediana,14-75,14-max,15-media,15-std,15-min,15-25,15-mediana,15-75,15-max,Target,Position_right,Position_top
Latte-100_325-back-2,288.81,584.2902031557294,0.0,0.0,0.0,79.0,2605.0,2.0075,13.469819369040822,0.0,0.0,0.0,0.0,114.0,3.835,20.622827826680883,0.0,0.0,0.0,0.0,218.0,4.33,24.779652498468693,0.0,0.0,0.0,0.0,216.0,2225.9575,5043.356274046243,0.0,0.0,0.0,154.0,17386.0,12.405,36.06477012418453,0.0,0.0,0.0,0.0,303.0,9.3225,31.508736804058895,0.0,0.0,0.0,0.0,189.0,13.725,39.080013993527785,0.0,0.0,0.0,0.0,261.0,350.975,927.603263205653,0.0,0.0,0.0,10.0,4057.0,2.6175,17.238448422350086,0.0,0.0,0.0,0.0,163.0,0.955,9.75632819505489,0.0,0.0,0.0,0.0,140.0,0.87,8.212900177361742,0.0,0.0,0.0,0.0,96.0,2.6925,15.803712762915223,0.0,0.0,0.0,0.0,122.0,1.3925,9.530504711195805,0.0,0.0,0.0,0.0,88.0,3.095,20.26963542594593,0.0,0.0,0.0,0.0,249.0,2.655,14.513185604510737,0.0,0.0,0.0,0.0,94.0,Latte,0,0
Latte-100_325-back-3,4624.045,6475.2673838387345,0.0,0.0,0.0,10396.25,17229.0,2.73,15.267936163303748,0.0,0.0,0.0,0.0,114.0,5.9275,31.9479094157989,0.0,0.0,0.0,0.0,273.0,4.49,26.656731858640548,0.0,0.0,0.0,0.0,200.0,5940.6725,8214.169577618153,0.0,0.0,0.0,14417.25,21509.0,4.5975,19.819751515226397,0.0,0.0,0.0,0.0,159.0,10.0625,30.3506424560294,0.0,0.0,0.0,0.0,220.0,4.3075,22.47834811735961,0.0,0.0,0.0,0.0,179.0,54.705,93.47428298172389,0.0,0.0,0.0,76.0,560.0,1.4725,12.913214996811966,0.0,0.0,0.0,0.0,133.0,65.045,84.52427970500003,0.0,0.0,0.0,158.0,337.0,1.23,10.453721861226304,0.0,0.0,0.0,0.0,96.0,2.365,15.826179098637667,0.0,0.0,0.0,0.0,122.0,2.0525,12.219370945993534,0.0,0.0,0.0,0.0,88.0,5.7025,30.673868508441835,0.0,0.0,0.0,0.0,263.0,2.2475,13.316326638298007,0.0,0.0,0.0,0.0,116.0,Latte,0,0
Latte-100_325-back-4,791.3425,1115.389703498484,0.0,0.0,0.0,1908.0,3131.0,3.0375,16.323057288636914,0.0,0.0,0.0,0.0,141.0,1.71,12.499058611167918,0.0,0.0,0.0,0.0,126.0,3.4575,25.090576644247403,0.0,0.0,0.0,0.0,263.0,3246.8075,5421.564927777698,0.0,0.0,0.0,4675.25,16673.0,9.0775,30.522952352299626,0.0,0.0,0.0,0.0,179.0,12.44,37.05224111209158,0.0,0.0,0.0,0.0,251.0,8.8625,34.20524214540172,0.0,0.0,0.0,0.0,261.0,990.0875,1625.5484857556812,0.0,0.0,0.0,923.25,4560.0,1.62,13.143915180252217,0.0,0.0,0.0,0.0,118.0,76.395,100.31293879267538,0.0,0.0,0.0,193.0,392.0,1.65,12.185594848201418,0.0,0.0,0.0,0.0,108.0,3.2325,18.155922934237907,0.0,0.0,0.0,0.0,122.0,1.4575,10.04192683135141,0.0,0.0,0.0,0.0,88.0,4.8325,28.81362535790456,0.0,0.0,0.0,0.0,263.0,2.0375,12.291411258550276,0.0,0.0,0.0,0.0,94.0,Latte,0,0
Latte-100_325-back-5,133.26,362.84138003770977,0.0,0.0,0.0,0.0,1540.0,1.6925,15.289452644074293,0.0,0.0,0.0,0.0,232.0,2.8825,14.996864960604888,0.0,0.0,0.0,0.0,199.0,3.28,26.100472921324403,0.0,0.0,0.0,0.0,279.0,95.0675,466.4235578119506,0.0,0.0,0.0,29.0,5902.0,21.6325,45.485765145010575,0.0,0.0,0.0,19.0,241.0,6.86,24.373460236695575,0.0,0.0,0.0,0.0,189.0,22.6175,47.14672021272583,0.0,0.0,0.0,19.0,220.0,48.3625,201.3966673950807,0.0,0.0,0.0,0.0,2082.0,1.1775,10.520346380700824,0.0,0.0,0.0,0.0,118.0,122.6975,96.47509836876658,0.0,17.0,131.0,211.0,355.0,0.63,5.944024610600832,0.0,0.0,0.0,0.0,84.0,1.6025,12.375474725711264,0.0,0.0,0.0,0.0,122.0,0.3225,4.268376899171785,0.0,0.0,0.0,0.0,82.0,3.0225,23.769823411471226,0.0,0.0,0.0,0.0,249.0,1.935,12.513883017290283,0.0,0.0,0.0,0.0,94.0,Latte,0,0
Latte-100_325-back-6,658.0,1290.787302249725,0.0,0.0,0.0,115.0,4428.0,1.865,11.858048248791878,0.0,0.0,0.0,0.0,114.0,3.75,21.352219866634073,0.0,0.0,0.0,0.0,255.0,5.49,37.24712432761342,0.0,0.0,0.0,0.0,423.0,2215.3625,4455.889993050654,0.0,0.0,0.0,149.0,15671.0,9.215,30.593441644888415,0.0,0.0,0.0,0.0,220.0,10.4,31.517032034610725,0.0,0.0,0.0,0.0,189.0,10.945,36.25877441123063,0.0,0.0,0.0,0.0,220.0,539.3,1225.1644378406431,0.0,0.0,0.0,48.5,5213.0,0.735,7.540020209648333,0.0,0.0,0.0,0.0,103.0,40.575,73.39148554414133,0.0,0.0,0.0,21.25,319.0,1.47,10.457173671839227,0.0,0.0,0.0,0.0,108.0,1.2475,10.98489478938393,0.0,0.0,0.0,0.0,115.0,2.9775,15.01684914172621,0.0,0.0,0.0,0.0,94.0,1.935,17.519649548457096,0.0,0.0,0.0,0.0,249.0,2.6175,14.269556557962867,0.0,0.0,0.0,0.0,94.0,Latte,0,0
Latte-100_325-back-7,2434.535,3473.9486527408235,0.0,0.0,0.0,5861.25,9550.0,2.03,13.641823498745508,0.0,0.0,0.0,0.0,132.0,3.7475,20.43704788038536,0.0,0.0,0.0,0.0,236.0,5.175,28.793089100509576,0.0,0.0,0.0,0.0,263.0,4420.725,6305.419135200407,0.0,0.0,0.0,9967.0,16467.0,8.6625,30.175320523097614,0.0,0.0,0.0,0.0,169.0,10.4825,35.40506305565555,0.0,0.0,0.0,0.0,230.0,10.78,37.25999689239193,0.0,0.0,0.0,0.0,220.0,603.3,1039.8203936872042,0.0,0.0,0.0,316.0,2949.0,1.9125,14.099888684037692,0.0,0.0,0.0,0.0,118.0,2.885,19.731576540711465,0.0,0.0,0.0,0.0,158.0,1.89,12.645460417593771,0.0,0.0,0.0,0.0,96.0,3.195,17.519397770631674,0.0,0.0,0.0,0.0,115.0,2.165,13.185690390635404,0.0,0.0,0.0,0.0,94.0,6.0775,34.57013493354189,0.0,0.0,0.0,0.0,277.0,0.895,7.01048087546523,0.0,0.0,0.0,0.0,88.0,Latte,0,0
Latte-100_325-back-8,1014.8275,1638.3578313979524,0.0,0.0,0.0,1362.25,4927.0,4.0125,24.879103041919095,0.0,0.0,0.0,0.0,241.0,3.895,26.15538635900768,0.0,0.0,0.0,0.0,255.0,4.1025,25.422090797203392,0.0,0.0,0.0,0.0,200.0,3383.28,5117.91417575321,0.0,0.0,0.0,5915.25,14330.0,6.78,25.957872174343475,0.0,0.0,0.0,0.0,179.0,12.89,38.11692734699301,0.0,0.0,0.0,0.0,313.0,7.4,27.12756461433221,0.0,0.0,0.0,0.0,200.0,1293.0825,2185.695411481925,0.0,0.0,0.0,775.0,6504.0,1.395,10.583193514360616,0.0,0.0,0.0,0.0,118.0,6.9975,19.202456342195678,0.0,0.0,0.0,17.0,193.0,1.44,10.19933655515961,0.0,0.0,0.0,0.0,96.0,2.345,15.845145837654519,0.0,0.0,0.0,0.0,122.0,1.1275,8.935931452698007,0.0,0.0,0.0,0.0,94.0,3.43,25.498736515948778,0.0,0.0,0.0,0.0,235.0,1.4225,10.706098500984456,0.0,0.0,0.0,0.0,88.0,Latte,0,0
Latte-100_325-back-9,644.0575,1067.6219371554237,0.0,0.0,0.0,1007.0,3153.0,2.315,14.092987822474296,0.0,0.0,0.0,0.0,114.0,5.66,31.08972220956101,0.0,0.0,0.0,0.0,255.0,3.845,25.96181840776171,0.0,0.0,0.0,0.0,248.0,4391.0525,6889.300065916641,0.0,0.0,0.0,7851.75,20210.0,8.8725,31.101841667943738,0.0,0.0,0.0,0.0,200.0,9.7225,29.1925676974795,0.0,0.0,0.0,0.0,189.0,11.285,34.31884661643947,0.0,0.0,0.0,0.0,220.0,962.25,1748.423751995309,0.0,0.0,0.0,132.0,5283.0,1.655,13.1582226024315,0.0,0.0,0.0,0.0,118.0,7.2225,21.487024556945496,0.0,0.0,0.0,17.0,211.0,1.29,9.157814363142325,0.0,0.0,0.0,0.0,84.0,1.8775,14.357501117738542,0.0,0.0,0.0,0.0,122.0,1.6375,11.004036340792101,0.0,0.0,0.0,0.0,88.0,4.1475,27.22091455522857,0.0,0.0,0.0,0.0,235.0,2.38,13.817485562437552,0.0,0.0,0.0,0.0,88.0,Latte,0,0
Latte-100_325-right-0,426.0475,1094.9921391067196,0.0,0.0,0.0,0.0,4927.0,1.8275,11.954078539742707,0.0,0.0,0.0,0.0,123.0,2.8925,20.709131175283147,0.0,0.0,0.0,0.0,236.0,1.03,9.679013806720024,0.0,0.0,0.0,0.0,123.0,730.2475,2160.434305229349,0.0,0.0,0.0,0.0,15105.0,2.4125,14.485922429088054,0.0,0.0,0.0,0.0,139.0,3.3275,15.395382042045995,0.0,0.0,0.0,0.0,149.0,3.39,16.78906136309103,0.0,0.0,0.0,0.0,139.0,50.6075,160.48672348449122,0.0,0.0,0.0,0.0,1288.0,0.475,6.364404064619385,0.0,0.0,0.0,0.0,118.0,47.195,99.53257662455941,0.0,17.0,34.0,34.0,539.0,0.48,5.484962354481158,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,3.2999999999999887,0.0,0.0,0.0,0.0,66.0,0.0975,1.1230078434905808,0.0,0.0,0.0,0.0,13.0,0.33,4.661052835340351,0.0,0.0,0.0,0.0,66.0,Latte,1,0
Latte-100_325-right-1,782.0475,1997.2619039641204,0.0,0.0,0.0,0.0,9195.0,0.9825,9.361425343458812,0.0,0.0,0.0,0.0,114.0,1.9375,15.849814993820775,0.0,0.0,0.0,0.0,163.0,2.7675,21.65457793664053,0.0,0.0,0.0,0.0,263.0,1186.6575,2958.7010545201965,0.0,0.0,0.0,0.0,13227.0,2.8675,17.600693303444142,0.0,0.0,0.0,0.0,159.0,4.015,14.882657987467582,0.0,0.0,0.0,0.0,129.0,3.755,18.086258786499624,0.0,0.0,0.0,0.0,159.0,51.1175,212.3832156019471,0.0,0.0,0.0,0.0,1724.0,69.6975,1152.2825646366787,0.0,0.0,0.0,0.0,22475.0,27.315,40.59174792984382,0.0,0.0,17.0,34.0,265.0,0.42,5.423757263847919,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1775,3.550000000000049,0.0,0.0,0.0,0.0,71.0,0.305,4.883810398656479,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latte,1,0
Latte-100_325-right-2,812.61,2038.6007543137791,0.0,0.0,0.0,0.0,8404.0,1.88,12.212225272868443,0.0,0.0,0.0,0.0,141.0,5.0575,26.765559618738934,0.0,0.0,0.0,0.0,236.0,2.3425,19.042498144649283,0.0,0.0,0.0,0.0,263.0,980.6375,2503.493692375369,0.0,0.0,0.0,0.0,16467.0,1.7925,12.259493533758308,0.0,0.0,0.0,0.0,119.0,11.4825,25.530849072954243,0.0,0.0,0.0,0.0,179.0,4.395,19.474010056204946,0.0,0.0,0.0,0.0,179.0,77.5475,353.8977065629637,0.0,0.0,0.0,0.0,2759.0,1.84,13.479749966073776,0.0,0.0,0.0,0.0,118.0,28.9525,45.4429631626559,0.0,0.0,17.0,34.0,319.0,1.02,9.89162325032219,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latte,1,0
Latte-100_325-right-3,889.88,2278.4636440028335,0.0,0.0,0.0,0.0,11209.0,2.01,12.130861242558764,0.0,0.0,0.0,0.0,114.0,2.535,20.85800604180808,0.0,0.0,0.0,0.0,236.0,4.6475,26.461173973771064,0.0,0.0,0.0,0.0,185.0,1104.165,2758.6543689984255,0.0,0.0,0.0,0.0,18688.0,1.4725,11.584244929059482,0.0,0.0,0.0,0.0,139.0,2.665,11.203641325362472,0.0,0.0,0.0,0.0,129.0,3.495,15.364085159291259,0.0,0.0,0.0,0.0,109.0,238.41,726.9385848649189,0.0,0.0,0.0,0.0,4516.0,1.69,13.21516179443655,0.0,0.0,0.0,0.0,133.0,33.46,47.14839156395129,0.0,17.0,34.0,34.0,301.0,1.05,8.827929022543644,0.0,0.0,0.0,0.0,96.0,0.035,0.700000000000003,0.0,0.0,0.0,0.0,14.0,0.1775,3.5500000000000247,0.0,0.0,0.0,0.0,71.0,0.64,8.413522949457752,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latte,1,0
Latte-100_325-right-4,1029.6525,2599.1428472854723,0.0,0.0,0.0,0.0,11669.0,1.1525,8.927401076177619,0.0,0.0,0.0,0.0,114.0,2.395,16.510768871309587,0.0,0.0,0.0,0.0,163.0,2.8775,19.957159474376883,0.0,0.0,0.0,0.0,200.0,1449.54,3490.6041506796555,0.0,0.0,0.0,0.0,14158.0,3.925,25.496756391081842,0.0,0.0,0.0,0.0,397.0,4.195,17.418106990365487,0.0,0.0,0.0,0.0,169.0,3.61,21.157907330511573,0.0,0.0,0.0,0.0,261.0,274.865,795.8855610832887,0.0,0.0,0.0,0.0,4625.0,0.77,8.40229709610579,0.0,0.0,0.0,0.0,118.0,34.6575,63.539265729733806,0.0,17.0,17.0,34.0,483.0,0.87,8.168838645243907,0.0,0.0,0.0,0.0,108.0,0.535,7.55655535426394,0.0,0.0,0.0,0.0,107.0,0.245,3.5470309515746394,0.0,0.0,0.0,0.0,60.0,0.265,2.652803879115944,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latte,1,0
Latte-100_325-right-5,773.2825,2013.5439829121015,0.0,0.0,0.0,0.0,8700.0,1.46,9.820871845692933,0.0,0.0,0.0,0.0,88.0,2.215,18.18351934967076,0.0,0.0,0.0,0.0,199.0,7.0575,38.93081317267507,0.0,0.0,0.0,0.0,423.0,1840.245,4611.9911188309125,0.0,0.0,0.0,0.0,18450.0,1.2475,8.992965435177469,0.0,0.0,0.0,0.0,109.0,2.4025,9.233831971733402,0.0,0.0,0.0,0.0,99.0,3.7225,16.193395533279677,0.0,0.0,0.0,0.0,179.0,61.9825,280.4387757802998,0.0,0.0,0.0,0.0,2284.0,1.065,10.007304349867566,0.0,0.0,0.0,0.0,103.0,32.24,93.3363626432839,0.0,0.0,0.0,17.0,446.0,0.27,3.440449349913957,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,0.6500000000000014,0.0,0.0,0.0,0.0,13.0,0.165,3.2999999999999843,0.0,0.0,0.0,0.0,66.0,Latte,1,0
Latte-100_325-right-6,1173.495,2978.4744358290723,0.0,0.0,0.0,0.0,13785.0,2.7125,16.20513374363567,0.0,0.0,0.0,0.0,132.0,2.855,23.01343129674766,0.0,0.0,0.0,0.0,255.0,2.415,18.545690377523037,0.0,0.0,0.0,0.0,200.0,1363.6175,3345.185333952367,0.0,0.0,0.0,0.0,18215.0,2.2675,14.77622366216366,0.0,0.0,0.0,0.0,129.0,3.74,14.235660683217985,0.0,0.0,0.0,0.0,129.0,3.575,15.711030079705562,0.0,0.0,0.0,0.0,119.0,118.52,471.68816915660153,0.0,0.0,0.0,0.0,2726.0,0.66,7.551952062207175,0.0,0.0,0.0,0.0,118.0,31.5625,55.41351584311573,0.0,0.0,17.0,34.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585,6.790290502826966,0.0,0.0,0.0,0.0,100.0,0.3275,4.460379042526279,0.0,0.0,0.0,0.0,66.0,1.06,12.750601735272285,0.0,0.0,0.0,0.0,179.0,0.78,6.949268366315083,0.0,0.0,0.0,0.0,66.0,Latte,1,0
Latte-100_325-right-7,889.6975,2218.885108292726,0.0,0.0,0.0,0.0,8775.0,2.3175,13.614885475695022,0.0,0.0,0.0,0.0,114.0,5.79,29.293962528164418,0.0,0.0,0.0,0.0,236.0,2.615,21.479996522964647,0.0,0.0,0.0,0.0,263.0,1661.9475,4035.9370609119537,0.0,0.0,0.0,0.0,18769.0,2.565,14.89329717530262,0.0,0.0,0.0,0.0,149.0,3.1975,12.485720916993206,0.0,0.0,0.0,0.0,129.0,2.2875,15.708332917838247,0.0,0.0,0.0,0.0,251.0,56.2575,284.01670711165076,0.0,0.0,0.0,0.0,2097.0,1.695,12.327891843021405,0.0,0.0,0.0,0.0,133.0,33.0,52.785801614926015,0.0,17.0,17.0,34.0,301.0,0.54,5.922507089532628,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.4999999999999996,0.0,0.0,0.0,0.0,10.0,0.0975,1.1230078434905815,0.0,0.0,0.0,0.0,13.0,0.1775,3.5500000000000482,0.0,0.0,0.0,0.0,71.0,Latte,1,0
Latte-100_325-right-8,1235.04,3011.73395520626,0.0,0.0,0.0,0.0,12390.0,2.545,14.216125370556444,0.0,0.0,0.0,0.0,114.0,2.8,19.83617110761359,0.0,0.0,0.0,0.0,181.0,6.37,29.99169642812126,0.0,0.0,0.0,0.0,200.0,1051.185,2695.8906676653137,0.0,0.0,0.0,0.0,18450.0,1.825,13.01606391346862,0.0,0.0,0.0,0.0,159.0,2.645,11.935876081989617,0.0,0.0,0.0,0.0,119.0,1.915,10.581715681632904,0.0,0.0,0.0,0.0,99.0,54.655,255.4327321951747,0.0,0.0,0.0,0.0,1797.0,0.9525,6.672822502537903,0.0,0.0,0.0,0.0,59.0,33.7525,56.01710483267224,0.0,17.0,17.0,34.0,410.0,1.5,11.105779840455224,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975,1.1230078434905755,0.0,0.0,0.0,0.0,13.0,0.355,5.014162898623713,0.0,0.0,0.0,0.0,71.0,Latte,1,0
Latte-100_325-right-9,1169.99,2884.6896628628174,0.0,0.0,0.0,0.0,13305.0,1.3075,9.57193808728764,0.0,0.0,0.0,0.0,105.0,3.705,23.37485689447302,0.0,0.0,0.0,0.0,236.0,1.265,12.115557843311944,0.0,0.0,0.0,0.0,154.0,1152.4025,2842.700221068125,0.0,0.0,0.0,0.0,11475.0,1.7675,11.451475208948178,0.0,0.0,0.0,0.0,109.0,2.36,12.185714138805453,0.0,0.0,0.0,0.0,119.0,1.4725,9.814532917616448,0.0,0.0,0.0,0.0,119.0,113.76,560.7264732867593,0.0,0.0,0.0,0.0,4283.0,1.655,13.367974110895627,0.0,0.0,0.0,0.0,133.0,24.565,78.50457436027946,0.0,0.0,0.0,17.0,576.0,0.75,8.355359362420504,0.0,0.0,0.0,0.0,108.0,0.805,9.400419923431217,0.0,0.0,0.0,0.0,144.0,0.0125,0.24999999999999992,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3525,4.172741686584189,0.0,0.0,0.0,0.0,71.0,Latte,1,0
Latte-100_325-top-0,105.65,361.2970126202546,0.0,0.0,0.0,0.0,2353.0,3.175,17.79342265345014,0.0,0.0,0.0,0.0,168.0,5.02,29.547626903680335,0.0,0.0,0.0,0.0,236.0,2.3425,18.85295144521108,0.0,0.0,0.0,0.0,200.0,96.2425,330.3535717980806,0.0,0.0,0.0,0.0,1778.0,3.3975,22.002152862309625,0.0,0.0,0.0,0.0,200.0,4.8675,24.656740068935818,0.0,0.0,0.0,0.0,282.0,3.1825,18.595797993297285,0.0,0.0,0.0,0.0,189.0,8.17,28.009416604891474,0.0,0.0,0.0,0.0,313.0,1400.545,6111.46402257458,0.0,0.0,0.0,0.0,29918.0,12.84,50.41784702112562,0.0,0.0,0.0,0.0,428.0,3.89,19.695626271728123,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.380407506706657,0.0,0.0,0.0,0.0,27.0,0.0125,0.24999999999999983,0.0,0.0,0.0,0.0,5.0,Latte,0,1
Latte-100_325-top-1,2185.6575,3262.1600498244247,0.0,0.0,0.0,5451.0,9002.0,1.9025,13.925256754876187,0.0,0.0,0.0,0.0,123.0,4.4375,27.881077453173766,0.0,0.0,0.0,0.0,236.0,6.8425,33.84940396997856,0.0,0.0,0.0,0.0,216.0,2350.3875,3667.112846493264,0.0,0.0,0.0,4607.0,13123.0,3.81,19.641496147883345,0.0,0.0,0.0,0.0,169.0,4.785,21.63768120941571,0.0,0.0,0.0,0.0,210.0,2.975,19.06654682998605,0.0,0.0,0.0,0.0,200.0,169.1975,325.1032664067238,0.0,0.0,0.0,56.75,1141.0,2.1175,20.194758340000774,0.0,0.0,0.0,0.0,254.0,3.415,22.863609439270014,0.0,0.0,0.0,0.0,193.0,3.7625,19.465568696075948,0.0,0.0,0.0,0.0,170.0,0.195,3.8999999999999915,0.0,0.0,0.0,0.0,78.0,0.165,3.299999999999978,0.0,0.0,0.0,0.0,66.0,1.9,5.819335155680201,0.0,0.0,0.0,0.0,40.0,0.04,0.799999999999999,0.0,0.0,0.0,0.0,16.0,Latte,0,1
Latte-100_325-top-2,498.7625,906.2969057085985,0.0,0.0,0.0,572.0,3568.0,2.4125,16.629151073146712,0.0,0.0,0.0,0.0,150.0,5.475,29.59186664319405,0.0,0.0,0.0,0.0,236.0,3.6875,24.784987042699193,0.0,0.0,0.0,0.0,200.0,1601.37,3304.629995418036,0.0,0.0,0.0,1757.75,16467.0,4.0325,20.614165111838684,0.0,0.0,0.0,0.0,169.0,5.3,24.122390518163307,0.0,0.0,0.0,0.0,200.0,3.8675,18.187272636789476,0.0,0.0,0.0,0.0,169.0,726.52,1048.4947557006826,0.0,0.0,0.0,1569.5,3107.0,1.6225,14.767538530018673,0.0,0.0,0.0,0.0,224.0,2.4875,17.268768620668432,0.0,0.0,0.0,0.0,158.0,3.125,16.59118874160767,0.0,0.0,0.0,0.0,157.0,0.215,4.300000000000005,0.0,0.0,0.0,0.0,86.0,0.385,5.437894974563803,0.0,0.0,0.0,0.0,77.0,2.715,6.3169243967762405,0.0,0.0,0.0,0.0,40.0,0.45,5.355764233637925,0.0,0.0,0.0,0.0,71.0,Latte,0,1
Latte-100_325-top-3,89.79,262.3015366717309,0.0,0.0,0.0,0.0,1353.0,0.9225,9.47316451164347,0.0,0.0,0.0,0.0,132.0,3.8025,25.788099171851314,0.0,0.0,0.0,0.0,218.0,3.6425,23.894498559365147,0.0,0.0,0.0,0.0,200.0,30.685,142.60681095701028,0.0,0.0,0.0,0.0,1486.0,2.3325,13.32463163733537,0.0,0.0,0.0,0.0,119.0,4.64,22.703943989573826,0.0,0.0,0.0,0.0,220.0,3.04,18.09799002949685,0.0,0.0,0.0,0.0,220.0,157.2575,409.87811158886103,0.0,0.0,0.0,0.0,1990.0,1751.8075,8145.583491468521,0.0,0.0,0.0,0.0,44279.0,25.34,110.20909450348584,0.0,0.0,0.0,0.0,688.0,1.77,10.235674015734856,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,3.336424631744066,0.0,0.0,0.0,0.0,66.0,2.0225,5.349629903110183,0.0,0.0,0.0,0.0,40.0,0.04,0.7999999999999989,0.0,0.0,0.0,0.0,16.0,Latte,0,1
Latte-100_325-top-4,1962.135,2893.5936103277018,0.0,0.0,0.0,4075.0,7904.0,2.21,14.300775519220188,0.0,0.0,0.0,0.0,141.0,5.3,31.312076189359182,0.0,0.0,0.0,0.0,236.0,5.26,28.075130139160848,0.0,0.0,0.0,0.0,200.0,1486.7175,2197.2089786667166,0.0,0.0,0.0,3688.0,7538.0,3.9675,22.473408262819614,0.0,0.0,0.0,0.0,200.0,5.3325,23.62376238288074,0.0,0.0,0.0,0.0,241.0,4.2325,22.582701116658168,0.0,0.0,0.0,0.0,220.0,682.31,1110.500426335908,0.0,0.0,0.0,933.0,3361.0,2.5,15.789657475956217,0.0,0.0,0.0,0.0,118.0,3.32,20.12810103133958,0.0,0.0,0.0,0.0,176.0,4.0325,20.33149941398933,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.24999999999999983,0.0,0.0,0.0,0.0,5.0,2.355,5.871128543639604,0.0,0.0,0.0,0.0,54.0,0.4375,5.043280723014318,0.0,0.0,0.0,0.0,60.0,Latte,0,1
Latte-100_325-top-5,195.05,507.4284348963425,0.0,0.0,0.0,0.0,2542.0,2.6925,15.850743165455716,0.0,0.0,0.0,0.0,150.0,4.68,33.62043178758967,0.0,0.0,0.0,0.0,366.0,3.3075,23.323655932661207,0.0,0.0,0.0,0.0,216.0,124.1275,413.0800516442479,0.0,0.0,0.0,0.0,2363.0,2.5475,17.533004859364357,0.0,0.0,0.0,0.0,189.0,4.5725,23.080870004191297,0.0,0.0,0.0,0.0,355.0,3.765,19.924287140199386,0.0,0.0,0.0,0.0,179.0,48.41,150.76294492981444,0.0,0.0,0.0,0.0,1154.0,2114.5375,10072.404061968628,0.0,0.0,0.0,0.0,53511.0,29.665,127.36497700867835,0.0,0.0,0.0,0.0,897.0,3.255,18.672751648735076,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.055,15.910841026023393,0.0,0.0,0.0,0.0,249.0,0.615,6.946034371042915,0.0,0.0,0.0,0.0,82.0,Latte,0,1
