,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Target,Position_right,Position_top
Latte-50_325-back-5,2738.36,2.445,3.6675,5.88,3459.1825,7.6675,8.0,8.61,2057.405,1.8325,196.79,0.93,2.685,1.0075,2.1,0.5025,Latte,0,0
Latte-50_325-back-6,527.14,1.3075,5.0175,2.26,856.955,3.0575,6.635,3.8575,483.55,1.73,37.86,0.66,2.045,1.8875,3.3325,2.14,Latte,0,0
Latte-50_325-back-7,253.1475,1.61,4.4075,2.655,3011.725,3.4075,3.8825,3.6175,834.0025,2.43,170.4025,1.83,1.6575,1.2175,5.615,2.955,Latte,0,0
Latte-50_325-back-8,2.555,2.2925,3.2025,1.765,62.5825,15.27,30.4,15.76,77.745,1.14,182.9775,0.45,0.9375,1.4125,1.19,3.285,Latte,0,0
Latte-50_325-back-9,508.1525,2.2925,3.82,2.6,3396.75,5.52,5.41,6.07,832.7275,1.21,226.8475,2.19,1.1525,1.19,2.05,1.805,Latte,0,0
Latte-50_325-right-0,1045.0025,2.9725,5.4375,2.955,1354.8525,1.68,1.32,4.5275,234.8975,1.14,2.3225,1.56,0.0,0.0,0.065,0.0,Latte,1,0
Latte-50_325-right-1,78.9625,1.2175,6.28,3.3325,61.385,2.88,31.1675,1.6775,8.88,1.0625,3.1925,0.27,0.3025,0.8325,1.4775,0.3825,Latte,1,0
Latte-50_325-right-2,216.9275,1.48,3.8875,3.5725,109.875,1.925,1.8175,1.86,24.5025,1.21,35.0075,0.3,0.0,0.0,0.065,0.0,Latte,1,0
Latte-50_325-right-3,166.305,2.0775,2.58,4.7225,207.315,1.175,1.255,0.8775,30.5575,314.105,22.7425,1.23,0.0,0.0,0.1675,0.0,Latte,1,0
Latte-50_325-right-4,120.99,2.09,4.39,3.415,419.6125,2.4325,0.8,3.72,36.34,0.55,8.995,0.9625,0.0,0.0,0.165,0.0,Latte,1,0
Latte-50_325-right-5,193.37,2.8,1.63,3.345,307.38,1.415,4.03,3.6875,28.175,0.66,13.4375,0.66,0.0,0.0,0.065,0.0,Latte,1,0
Latte-50_325-right-6,91.4575,0.9325,1.31,2.0675,406.845,0.6825,2.415,1.8875,33.205,0.33,18.32,1.14,0.0,0.0,0.0,0.0,Latte,1,0
Latte-50_325-right-7,177.455,0.9125,3.3925,3.1875,40.2275,1.4325,4.5325,2.185,19.1575,0.62,22.145,1.5,0.0,0.0,0.615,0.0,Latte,1,0
Latte-50_325-right-8,79.63,0.83,4.385,3.6075,152.4175,2.6125,3.6825,2.4475,22.4025,90.3,27.42,1.11,0.0,0.0,0.2325,0.0,Latte,1,0
Latte-50_325-right-9,99.255,0.9525,5.155,5.485,396.275,1.4,3.8575,2.365,29.5225,83.8025,20.0425,1.2325,0.0,0.0,0.0,0.0,Latte,1,0
Latte-50_325-top-0,125.575,1.51,2.48,3.64,5.075,4.8625,4.7625,3.2725,10.2125,397.995,2.5825,4.2275,0.0,0.0,1.045,0.0125,Latte,0,1
Latte-50_325-top-1,118.38,0.6525,3.16,3.5675,2.35,2.265,3.295,2.525,30.22,1.3225,2.235,2.625,0.0,0.165,1.17,0.0,Latte,0,1
Latte-50_325-top-2,28.76,2.64,1.985,1.265,14.4325,2.4525,4.2825,5.1325,8.2775,0.475,0.7875,2.525,0.2125,0.0,2.47,0.16,Latte,0,1
Latte-50_325-top-3,133.5925,2.385,4.475,3.8425,14.2825,2.62,3.415,1.4325,18.385,0.6625,1.3975,3.705,0.1225,0.0,1.5975,0.0,Latte,0,1
Latte-50_325-top-4,96.075,1.0675,4.04,2.1175,16.2575,2.665,4.71,2.9025,13.3425,715.765,2.7675,0.4225,0.0,0.0,0.8775,0.0,Latte,0,1
Latte-50_325-top-5,82.2,3.17,2.805,1.88,1.455,3.2325,4.4525,1.72,9.3675,1.32,1.6575,2.65,0.0,0.0,1.1075,0.0,Latte,0,1
Latte-50_325-top-6,55.515,3.55,4.9325,4.0275,7.6325,3.6425,5.5125,3.47,21.1225,1.1375,1.6575,2.195,0.0,0.19,1.215,0.0125,Latte,0,1
Latte-50_325-top-7,145.58,2.0675,1.76,2.5725,104.77,4.2575,4.5475,4.16,18.6475,1.0275,3.8925,1.3525,0.25,0.33,2.3525,0.3125,Latte,0,1
Latte-50_325-top-8,50.3075,0.9825,0.9475,3.2625,11.72,2.6425,5.09,4.24,17.2675,1.315,1.26,2.105,0.0,0.08,1.79,0.0125,Latte,0,1
Latte-50_325-top-9,115.2,2.0525,2.4925,5.98,0.635,1.28,4.5525,2.3625,62.56,0.2925,2.0975,1.655,0.0,0.0,1.205,0.0,Latte,0,1
Latte-50_620-back-0,121.115,1.5725,3.895,2.075,31.88,3.21,3.9,2.96,136.4175,6023.135,3.0025,1.14,0.0,0.0,0.78,0.0,Latte,0,0
Latte-50_620-back-1,26.6625,1.545,3.715,4.9925,1253.805,7.36,7.87,10.0475,122.4225,3904.7025,4.0175,1.29,0.0,0.0,0.95,0.0,Latte,0,0
Latte-50_620-back-2,115.5125,1.6475,2.62,2.7625,144.655,4.67,6.4975,5.84,150.5825,2.095,3.1,1.32,0.0,0.0,0.98,0.0,Latte,0,0
Latte-50_620-back-3,442.175,1.675,3.215,4.9175,168.3275,8.6425,12.5425,7.4625,185.1975,0.915,4.675,1.74,0.0,0.0125,0.9475,0.0,Latte,0,0
Latte-50_620-back-4,200.2425,2.3975,2.5325,2.8725,717.965,6.1825,9.335,9.25,165.8125,1.5525,3.5,1.62,0.0,0.0,1.335,0.0,Latte,0,0
Latte-50_620-back-5,323.9875,2.805,5.5175,1.65,567.865,6.145,8.185,6.2375,152.9275,5764.7175,80.5,1.14,0.0,0.0,1.175,0.04,Latte,0,0
Latte-50_620-back-6,338.9625,1.695,5.065,2.7175,927.91,4.315,8.425,5.7875,214.0625,1.4225,12.555,1.2625,0.0,0.0,0.785,0.0,Latte,0,0
Latte-50_620-back-7,90.8625,1.2375,2.6675,1.2275,172.72,5.4475,8.9,8.56,111.915,1.175,2.5675,1.5075,0.0,0.0,1.0125,0.0,Latte,0,0
Latte-50_620-back-8,51.9525,1.7625,4.0675,2.065,193.2075,10.015,9.47,10.715,117.9325,2.385,3.1375,1.41,0.0,0.0,0.7475,0.0,Latte,0,0
Latte-50_620-back-9,88.195,2.265,4.7025,2.8725,95.41,3.805,6.995,3.5175,117.685,1.6875,13.7225,1.08,0.0,0.05,1.08,0.0,Latte,0,0
Latte-50_620-right-0,95.8325,2.14,3.1625,3.2475,61.87,2.1825,4.8725,4.7675,50.09,1.7975,0.87,1.89,2.7025,2.5675,7.11,2.44,Latte,1,0
Latte-50_620-right-1,188.0975,1.1725,3.5775,6.105,86.4925,1.75,1.875,3.7375,39.36,1.1675,2.0025,1.8925,1.785,3.0325,5.36,1.955,Latte,1,0
Latte-50_620-right-2,99.2175,1.2425,4.3025,2.885,76.905,2.505,4.06,3.8525,34.99,2.315,3.5775,1.2925,3.3125,2.7925,5.2075,1.8875,Latte,1,0
Latte-50_620-right-3,247.7775,1.0,5.4675,2.8325,82.8225,4.7925,3.76,6.0175,49.0725,347.645,2.2225,2.5225,1.7775,2.5125,6.3025,2.265,Latte,1,0
Latte-50_620-right-4,206.1775,1.545,5.295,1.99,162.53,1.38,1.38,2.915,51.7575,1.2475,2.96,2.28,1.32,1.3625,5.835,2.5075,Latte,1,0
Latte-50_620-right-5,108.8,2.34,1.67,1.5325,79.2375,2.17,3.6825,2.2,42.7775,1.5025,2.615,1.8325,2.5675,2.69,5.375,2.1,Latte,1,0
Latte-50_620-right-6,185.3325,1.175,1.7175,5.33,35.7225,1.945,4.6275,3.3475,62.4475,1.03,1.8275,2.01,2.2775,3.6675,4.8125,0.48,Latte,1,0
Latte-50_620-right-7,50.42,1.6125,2.94,1.4575,52.965,2.4175,2.3425,4.8975,52.0175,0.62,3.0,1.23,3.01,3.235,8.705,3.53,Latte,1,0
Latte-50_620-right-8,92.6075,1.53,4.4425,2.8075,47.32,1.2675,2.7425,5.0225,49.765,2.6725,3.8625,1.44,1.205,4.1825,7.6,3.205,Latte,1,0
Latte-50_620-right-9,721.7225,1.2875,4.035,3.6875,761.58,10.1675,12.0375,7.6925,42.19,1.685,1.22,1.7125,0.35,2.0175,5.09,2.665,Latte,1,0
Latte-50_620-top-0,21.0275,1.1425,8.955,5.145,5.6075,1.215,1.01,2.695,23.0625,2.0975,3.2725,3.1625,2.0175,2.06,6.6275,2.9125,Latte,0,1
Latte-50_620-top-1,33.635,1.2,3.5225,1.3425,3.88,1.755,2.0225,1.27,39.8125,1.29,4.165,0.8425,0.215,0.0,3.0475,0.0,Latte,0,1
Latte-50_620-top-2,46.685,1.4425,1.1725,1.8425,7.9025,1.8375,0.955,1.9425,45.38,0.9925,3.8975,3.74,0.695,0.1775,2.9875,0.1925,Latte,0,1
Latte-50_620-top-3,30.52,0.4775,5.52,3.2625,4.7975,0.5675,0.905,1.215,20.3975,0.8075,8.7375,0.33,0.5,0.1375,2.33,1.055,Latte,0,1
Latte-50_620-top-4,19.085,2.225,2.045,0.575,5.455,1.1425,1.74,0.985,26.82,313.0775,3.8525,1.745,1.255,2.4475,7.4175,3.0675,Latte,0,1
Latte-50_620-top-5,45.165,1.39,5.71,3.415,6.19,1.0625,1.9675,1.345,37.0725,293.575,2.89,2.17,1.3025,4.5175,10.955,2.295,Latte,0,1
Latte-50_620-top-6,30.8325,1.24,3.3475,1.6075,4.08,1.2675,0.75,2.225,41.2625,1.1,1.7875,2.655,3.2475,2.285,8.8025,1.0975,Latte,0,1
Latte-50_620-top-7,24.79,2.4925,3.54,2.1125,6.5275,1.7125,0.9025,1.97,14.56,2.1275,1.97,1.2025,3.775,0.9,9.7975,1.8375,Latte,0,1
Latte-50_620-top-8,14.6025,1.245,3.4025,1.1075,7.4875,1.6075,1.32,3.56,10.3525,0.4025,3.1025,1.745,2.06,3.55,8.91,3.6075,Latte,0,1
Latte-50_620-top-9,23.595,1.8775,2.8475,1.4925,11.0825,1.065,1.765,1.455,20.78,1.065,1.18,1.6575,1.285,1.175,9.2375,2.67,Latte,0,1
Scrub-100_461-back-0,395.15,0.5,5.1625,4.1475,1412.8825,1.8725,3.3075,1.2075,103.38,1.445,0.255,0.41,1.73,1.055,10.7375,0.7675,Scrub,0,0
Scrub-100_461-back-1,270.105,46.5175,4.025,1.79,960.2575,1.85,3.105,3.175,89.7825,3388.8425,10.49,1.6825,1.935,1.5525,9.7375,1.4525,Scrub,0,0
Scrub-100_461-back-2,210.065,1.6375,4.9375,1.2225,1518.4,2.3625,2.29,2.2725,49.9025,2299.515,9.305,0.77,1.9825,1.69,12.225,0.7525,Scrub,0,0
Scrub-100_461-back-3,208.8775,20.32,2.03,3.03,1063.8025,1.52,3.14,2.745,99.4275,3254.3425,9.075,1.3925,1.18,1.255,10.42,3.0575,Scrub,0,0
Scrub-100_461-back-4,530.8375,0.9525,5.0575,3.0975,1084.335,1.3025,21.0125,2.49,81.905,2293.035,7.8975,0.6425,1.58,1.51,10.44,3.305,Scrub,0,0
Scrub-100_461-back-5,409.0,39.27,7.095,2.495,1447.5825,2.42,3.8675,1.225,106.3775,2742.1875,4.57,1.215,1.635,2.2675,9.44,2.5425,Scrub,0,0
Scrub-100_461-back-6,367.615,1.615,6.2225,2.335,1228.9125,0.6875,2.8525,2.2625,229.745,2549.845,4.3525,1.66,1.505,1.6,11.905,2.5825,Scrub,0,0
Scrub-100_461-back-7,791.335,30.745,4.115,3.6,968.27,1.3,3.12,2.295,82.9,3425.6325,1.01,1.2675,3.395,2.99,9.29,2.995,Scrub,0,0
Scrub-100_461-back-8,527.4275,1.4775,5.7725,3.29,1504.685,1.5725,34.2175,1.405,79.5725,3523.0575,6.35,0.8225,0.6425,1.595,11.82,1.76,Scrub,0,0
Scrub-100_461-back-9,206.5475,19.7175,9.11,2.145,1035.605,818.5425,26.305,3.1575,64.9875,2150.4725,2.66,0.9025,1.085,1.165,10.82,1.96,Scrub,0,0
Scrub-100_461-right-0,476.2425,1.1825,3.9225,1.875,147.5375,15.3575,14.3025,17.3025,6.1625,1.09,77.74,1.085,1.0325,2.95,7.4175,1.59,Scrub,1,0
Scrub-100_461-right-1,307.5425,1.805,6.4675,3.9075,276.5625,8.2175,18.3275,14.7325,2.93,0.8675,0.75,1.6275,4.6675,1.3625,12.365,2.055,Scrub,1,0
Scrub-100_461-right-2,784.3,1.6975,4.3,4.7275,147.25,9.1375,19.5725,18.8075,25.0825,1.9425,1.8675,0.615,1.4825,0.365,10.8425,3.3475,Scrub,1,0
Scrub-100_461-right-3,452.2725,1.16,3.8325,1.94,85.8375,8.7325,16.6,28.905,14.6125,76.6975,1.5475,1.2925,2.6325,2.1125,9.395,1.3175,Scrub,1,0
Scrub-100_461-right-4,781.785,2.12,3.6675,2.03,168.5675,5.1675,14.5725,17.38,13.285,0.7225,0.7225,1.45,0.375,1.545,8.2375,2.235,Scrub,1,0
Scrub-100_461-right-5,440.4625,4.325,2.12,4.7475,37.5525,7.3625,19.255,18.74,4.015,416.91,242.0675,1.6725,0.8675,0.245,11.1175,1.7175,Scrub,1,0
Scrub-100_461-right-6,1143.7025,1.855,5.2025,0.725,23.8175,10.0825,21.98,26.37,3.2375,157.3275,1.62,1.185,2.3125,2.43,13.605,1.9325,Scrub,1,0
Scrub-100_461-right-7,539.1625,2.7075,8.59,5.535,149.6475,5.1875,12.1425,9.85,3.935,247.73,150.625,0.6475,1.8425,2.0725,7.535,1.1925,Scrub,1,0
Scrub-100_461-right-8,487.6125,3.1025,2.3925,3.14,64.365,9.515,22.97,23.0925,7.5625,198.89,66.0125,1.0825,1.9475,1.7925,12.9175,3.25,Scrub,1,0
Scrub-100_461-right-9,953.0875,3.0575,5.295,4.42,122.2375,9.0775,18.37,22.4675,8.5975,18.4575,10.005,1.2625,3.2075,2.89,11.535,2.82,Scrub,1,0
Scrub-100_461-top-0,209.2225,1.2125,12.88,2.46,76.25,3.125,6.9275,5.055,272.455,0.205,4.6,0.5675,1.8825,3.0675,6.075,0.545,Scrub,0,1
Scrub-100_461-top-1,142.895,1.1975,6.6025,3.4475,143.1225,0.4975,1.6125,1.635,124.52,1.7325,1.5225,1.8975,1.4475,2.4475,5.4425,1.0225,Scrub,0,1
Scrub-100_461-top-2,74.335,2.37,4.025,3.3775,64.2825,1.3725,0.9475,2.635,31.52,8.63,192.0575,0.6875,2.2175,1.9025,7.2575,1.61,Scrub,0,1
Scrub-100_461-top-3,674.74,1.415,5.595,3.2625,171.205,1537.145,57.0875,4.3575,103.435,9.7175,198.49,1.365,2.57,1.335,9.34,1.9125,Scrub,0,1
Scrub-100_461-top-4,750.805,2.1175,5.035,1.03,88.51,0.99,2.8075,3.9025,19.715,7.595,209.845,0.7175,1.835,0.5075,6.3475,2.33,Scrub,0,1
Scrub-100_461-top-5,854.135,2.145,5.535,3.185,131.815,0.71,1.4,1.8225,691.3175,1.055,1.7875,1.4725,1.5025,1.025,5.025,1.215,Scrub,0,1
Scrub-100_461-top-6,186.075,3.24,5.97,3.755,179.2625,0.1575,13.4325,2.975,22.0475,63.5225,1.415,0.645,1.275,2.4125,2.7125,1.7575,Scrub,0,1
Scrub-100_461-top-7,682.8825,1.8175,6.5525,3.0675,416.9525,2.1825,4.395,5.7625,560.135,1.5075,1.59,1.2725,2.8825,2.4425,4.75,2.2025,Scrub,0,1
Scrub-100_461-top-8,1208.3825,2.5175,7.2875,2.6425,350.035,0.3325,2078.19,1.13,24.1075,1.2525,115.1625,0.3125,2.3225,1.785,6.76,2.235,Scrub,0,1
Scrub-100_461-top-9,758.95,1.685,4.29,2.5325,412.1425,2065.3,115.38,3.395,76.7475,201.285,285.9075,0.77,0.9325,1.47,7.405,1.42,Scrub,0,1
Scrub-100_56-back-0,1576.795,1.9825,4.925,3.02,376.04,9.1675,23.3975,25.54,221.84,2.355,3.4,2.3175,2.98,4.2275,10.31,1.195,Scrub,0,0
Scrub-100_56-back-1,2247.9025,1.92,4.7575,2.4175,530.77,6.1475,12.7425,14.88,418.3975,3.2375,3.3225,1.295,2.3925,3.685,5.42,2.645,Scrub,0,0
Scrub-100_56-back-2,1849.4225,0.5875,2.13,3.27,452.135,8.8225,20.22,26.3425,267.795,2.0925,3.0125,2.2525,4.3225,2.37,8.08,1.41,Scrub,0,0
Scrub-100_56-back-3,2302.7575,2.29,5.93,4.945,488.0675,8.2875,15.4125,25.345,519.245,1.28,2.75,1.86,1.7,2.7,9.5325,2.6625,Scrub,0,0
Scrub-100_56-back-4,1512.2225,1.5025,2.6725,1.835,377.8025,7.6425,16.705,12.79,218.9,1.2125,3.93,2.5825,3.86,3.4825,4.5125,1.995,Scrub,0,0
Scrub-100_56-back-5,2829.05,1.7625,5.155,3.9625,476.795,5.9,9.53,13.3175,667.6475,2.5675,5.24,1.56,2.82,2.0,9.92,0.4325,Scrub,0,0
Scrub-100_56-back-6,2246.605,2.2075,4.795,5.18,579.01,8.115,12.5275,22.545,394.2525,2.8325,3.7975,2.645,1.5275,2.4325,7.385,0.9425,Scrub,0,0
Scrub-100_56-back-7,2149.695,2.47,3.0325,5.29,613.3225,6.89,17.745,19.5375,303.54,2.5325,3.235,2.19,2.955,2.235,7.055,1.4725,Scrub,0,0
Scrub-100_56-back-8,2075.0425,1.1375,2.03,2.6825,462.7775,5.9675,6.0075,17.57,290.995,2.365,3.275,2.76,2.1975,3.545,9.3725,1.6775,Scrub,0,0
Scrub-100_56-back-9,1377.155,2.55,4.4575,1.875,413.3575,5.3175,11.6,13.8275,153.515,3.13,4.2725,2.2825,3.415,4.5225,6.465,1.9725,Scrub,0,0
Scrub-100_56-right-0,1550.7725,1.595,4.0325,3.57,136.63,3.0875,8.415,7.77,112.2,0.6725,2.33,1.7075,3.75,2.9,8.74,1.785,Scrub,1,0
Scrub-100_56-right-1,1976.1125,1.5,1.085,2.13,92.5425,3.305,2.87,5.6825,259.5325,2.175,1.0075,2.185,2.7925,4.25,6.625,3.2975,Scrub,1,0
Scrub-100_56-right-2,1751.75,1.065,3.7475,5.605,185.325,3.44,6.9,8.3825,117.805,2.3825,1.06,2.9225,3.25,3.695,7.3675,1.0675,Scrub,1,0
Scrub-100_56-right-3,1902.945,1.4375,2.3525,4.3575,177.015,3.995,8.23,11.375,348.21,1.1375,1.7325,2.3325,2.67,2.3025,9.8875,3.22,Scrub,1,0
Scrub-100_56-right-4,1409.8925,3.6325,1.77,2.2225,119.1975,5.9675,7.7775,5.0675,143.7125,1.1375,1.9325,1.555,3.4425,1.6425,9.1575,2.09,Scrub,1,0
Scrub-100_56-right-5,1771.0925,2.2225,3.0825,3.11,111.11,3.545,10.8625,15.09,618.815,2.045,1.06,1.74,4.3825,3.725,15.625,1.5175,Scrub,1,0
Scrub-100_56-right-6,1810.6425,1.3325,4.4775,3.495,164.4975,2.3625,8.1725,10.4625,319.3825,2.595,2.38,1.0125,3.875,2.795,6.425,1.6475,Scrub,1,0
Scrub-100_56-right-7,1922.115,1.3725,3.1225,5.415,97.085,3.325,5.1525,9.96,600.3475,1.29,1.5275,1.835,3.335,3.75,10.68,1.945,Scrub,1,0
Scrub-100_56-right-8,1654.5575,2.475,4.2125,6.565,141.15,3.945,6.8875,11.4725,498.54,1.8375,1.185,3.325,3.6075,3.1125,7.6475,1.085,Scrub,1,0
Scrub-100_56-right-9,1765.83,2.1375,4.84,2.41,167.145,6.2775,4.9175,8.5325,860.6675,2.325,1.5725,2.5375,1.9325,3.1225,7.325,2.945,Scrub,1,0
Scrub-100_56-top-0,1831.8275,2.525,7.365,5.49,524.3975,46.865,98.185,99.9625,2195.785,2.105,4.1125,4.335,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-1,3087.3575,1.8175,4.3875,2.88,606.1875,44.695,91.305,58.42,3793.34,3.0175,2.9725,1.0525,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-2,3596.375,3.4575,2.7575,3.41,656.9725,30.4875,58.4625,66.9275,3166.6275,3.0525,3.885,0.9025,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-3,3654.1625,2.9525,3.3975,2.6825,308.665,28.8425,56.565,82.21,2285.9125,3.9425,3.2825,1.05,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-4,3718.2025,1.7275,5.935,4.1125,450.4375,29.1125,46.445,68.1175,3922.37,1.805,3.585,1.8625,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-5,2643.86,2.6675,1.58,2.99,984.25,48.3125,71.11,65.5025,4151.5425,4.5725,1.97,2.4925,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-6,3397.4975,1.57,5.0925,3.0325,891.8575,41.875,93.2375,72.4075,1636.285,1.4725,2.6175,1.3825,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-7,2349.105,1.5775,1.9925,4.3525,683.8625,27.4125,65.3625,78.8525,799.5775,2.6125,2.3125,2.31,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-8,3147.7425,1.865,4.21,2.305,610.4925,28.6325,89.71,108.6375,1566.68,1.99,2.5775,2.585,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-9,3556.9375,1.27,3.0375,3.875,594.135,34.1725,50.6725,61.7925,2068.4225,5.0125,3.095,3.0025,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_866-back-0,283.1225,1.0675,2.84,1.145,757.2375,0.8525,4.355,2.875,607.655,0.295,101.9575,0.57,1.52,2.3175,6.1425,1.455,Scrub,0,0
Scrub-100_866-back-1,306.6925,1.595,4.075,2.6025,1036.0475,1.15,5.605,3.505,488.165,0.915,83.43,1.6525,2.7375,1.73,9.9525,0.8125,Scrub,0,0
Scrub-100_866-back-2,854.36,1.16,4.435,2.5675,782.4525,1.7025,3.9275,2.98,791.49,0.3675,75.3,0.96,1.05,1.325,11.645,1.29,Scrub,0,0
Scrub-100_866-back-3,764.6125,2.1675,3.025,3.3325,645.93,0.905,2.07,2.5075,683.9425,0.2575,68.2125,1.3875,2.0425,3.155,9.8725,1.5575,Scrub,0,0
Scrub-100_866-back-4,846.5375,1.3875,5.195,3.7875,699.2,1.2775,5.3225,2.7175,699.2375,1.6575,108.635,0.33,0.8925,3.2575,7.4275,1.77,Scrub,0,0
Scrub-100_866-back-5,503.7425,0.0825,4.615,2.915,947.345,0.7575,3.14,2.32,356.3025,0.3275,138.8425,0.66,2.1975,2.4975,14.975,2.6,Scrub,0,0
Scrub-100_866-back-6,814.7825,0.6275,4.3025,3.72,775.7775,1.8775,2.7725,4.4625,369.785,0.6225,134.77,1.05,5.75,3.25,8.1975,2.14,Scrub,0,0
Scrub-100_866-back-7,700.2075,2.6675,4.925,2.995,817.925,1.7525,2.835,3.9175,595.745,0.99,141.855,0.81,1.1975,3.5,9.5375,1.44,Scrub,0,0
Scrub-100_866-back-8,812.6475,1.545,4.3375,2.87,980.755,0.44,11.17,2.5775,626.6225,0.9875,138.085,1.29,2.54,1.73,12.3675,1.1825,Scrub,0,0
Scrub-100_866-back-9,443.1,1.145,2.9325,2.53,712.0775,0.88,2.68,3.555,349.79,1.405,142.4325,0.0,2.9475,1.915,9.1075,1.2125,Scrub,0,0
Scrub-100_866-right-0,518.27,2.775,2.4825,3.29,79.1775,13.4275,29.9425,29.215,11.165,0.775,0.2075,0.6225,1.79,1.06,8.54,1.78,Scrub,1,0
Scrub-100_866-right-1,637.985,0.955,4.7825,2.2175,183.3675,16.865,25.4475,28.86,14.075,79.5825,334.2875,0.855,0.9325,0.6675,11.805,1.5775,Scrub,1,0
Scrub-100_866-right-2,622.1525,0.9875,3.2075,3.3525,115.71,5.8875,21.9775,21.59,11.11,69.3875,314.3125,0.31,1.18,2.4475,12.81,1.99,Scrub,1,0
Scrub-100_866-right-3,560.675,1.0775,7.315,4.18,182.1125,12.51,27.2375,32.635,6.6225,17.4525,219.1175,0.4625,2.655,4.8775,12.2675,3.73,Scrub,1,0
Scrub-100_866-right-4,1080.6875,1.9275,5.555,4.11,183.875,12.44,24.39,36.065,9.2925,64.0625,269.265,0.335,1.63,2.0575,7.43,2.4725,Scrub,1,0
Scrub-100_866-right-5,855.2975,0.3875,14.5075,1.9925,127.265,12.4625,30.63,25.28,7.005,0.415,0.72,1.1125,2.29,4.895,11.6875,2.915,Scrub,1,0
Scrub-100_866-right-6,855.1475,0.9375,13.58,5.0875,157.1475,8.9775,21.795,22.9575,5.7575,54.4475,308.8675,0.0775,1.2,1.94,9.3775,1.8625,Scrub,1,0
Scrub-100_866-right-7,569.485,0.3475,4.43,3.955,195.05,8.1725,17.74,19.8075,7.9575,61.585,0.205,0.255,0.285,2.195,8.8125,2.7275,Scrub,1,0
Scrub-100_866-right-8,856.015,1.6575,3.2075,2.1425,187.21,6.5675,12.7775,10.8775,6.04,0.1525,150.57,1.1125,0.625,0.57,13.0475,2.0975,Scrub,1,0
Scrub-100_866-right-9,1152.06,1.5475,4.975,5.445,131.4175,6.4025,13.08,20.0925,9.69,33.8375,236.4875,0.65,0.535,1.5425,10.515,2.6325,Scrub,1,0
Scrub-100_866-top-0,1364.895,2.0375,3.345,4.45,362.1275,0.75,2.0225,7.1,79.9375,35.4225,0.77,0.4625,1.4225,1.83,9.0575,1.135,Scrub,0,1
Scrub-100_866-top-1,855.7075,0.39,2.3875,2.3375,343.74,0.3,2.735,2.4375,74.175,59.185,359.0425,0.2075,5.25,1.985,7.93,1.7525,Scrub,0,1
Scrub-100_866-top-2,1085.435,2.1425,7.8625,2.57,523.7075,0.5825,2.2275,2.5625,111.35,37.7725,1.5975,1.27,2.87,3.96,6.825,3.04,Scrub,0,1
Scrub-100_866-top-3,918.4625,1.5275,2.03,2.3675,742.78,0.4925,1.705,1.785,51.1375,0.2325,1.13,0.5675,2.3875,2.385,5.0875,1.0425,Scrub,0,1
Scrub-100_866-top-4,1031.6525,1.9075,2.845,2.4125,648.375,1.8675,3.545,4.04,25.5425,36.195,245.3575,0.6975,3.8275,3.155,7.2575,1.1775,Scrub,0,1
Scrub-100_866-top-5,998.3775,2.0325,5.7875,2.06,558.42,1.0675,0.7825,2.72,30.12,0.8025,326.1375,0.6925,2.5025,1.605,5.22,1.885,Scrub,0,1
Scrub-100_866-top-6,1268.5625,2.865,5.9675,4.265,498.1725,2.265,1.9175,6.475,13.185,66.9325,402.4675,0.2325,3.66,1.7775,6.0125,2.485,Scrub,0,1
Scrub-100_866-top-7,1039.585,1.0675,2.615,1.6,772.5475,1.0525,1.6425,5.4175,5.97,36.84,278.76,0.2825,3.885,1.7325,7.07,2.6025,Scrub,0,1
Scrub-100_866-top-8,1214.2625,0.9775,4.69,4.7975,695.17,50.565,2.7975,5.775,7.2325,55.5,374.905,1.1325,1.605,0.725,5.4375,1.5375,Scrub,0,1
Scrub-100_866-top-9,918.1925,1.3975,5.4175,1.9525,456.6275,55.05,2.9725,4.2025,175.335,0.025,0.4275,0.75,2.49,2.9175,5.3975,2.885,Scrub,0,1
Scrub-150_461-back-0,793.0,36.6925,4.2875,0.5675,1144.8825,984.4775,31.7075,1.2925,16.135,3412.5925,6.1975,0.5675,1.575,5.965,11.8825,2.76,Scrub,0,0
Scrub-150_461-back-1,272.4825,55.68,6.11,2.4075,1718.34,2703.7325,33.065,1.9075,73.5225,2300.435,1.67,1.9175,4.19,2.6325,10.005,1.365,Scrub,0,0
Scrub-150_461-back-2,454.9525,38.7875,7.69,2.1775,1263.425,784.425,39.83,2.185,15.205,3595.7575,6.6275,0.18,2.7675,3.2475,17.4875,2.3525,Scrub,0,0
Scrub-150_461-back-3,589.9325,76.5425,4.295,2.9475,1315.51,1205.5375,41.63,1.9375,67.8675,4310.6675,6.8575,1.375,2.345,1.76,8.4325,2.945,Scrub,0,0
