,media0,media1,media2,media3,media4,media5,media6,media7,media8,media9,media10,media11,media12,media13,media14,media15,std0,std1,std2,std3,std4,std5,std6,std7,std8,std9,std10,std11,std12,std13,std14,std15,750,751,752,753,754,755,756,757,758,759,7510,7511,7512,7513,7514,7515,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,media-pos0,media-pos1,media-pos2,media-pos3,media-pos4,media-pos5,media-pos6,media-pos7,std-pos0,std-pos1,std-pos2,std-pos3,std-pos4,std-pos5,std-pos6,std-pos7,75-pos0,75-pos1,75-pos2,75-pos3,75-pos4,75-pos5,75-pos6,75-pos7,max-pos0,max-pos1,max-pos2,max-pos3,max-pos4,max-pos5,max-pos6,max-pos7,Target,Position_right,Position_top
Suger-100_240-right-0,1471.315,1.1325,2.165,2.825,3143.325,19.8525,20.0425,19.25,538.2075,2.3525,5.1525,4.56,0.775,3.6125,1.4175,4.445,2491.5065740021173,10.02902773169503,16.372474455606863,18.66239769481126,5329.485499426453,46.151116537350504,41.46334182791908,47.26841713179492,957.8978652467874,15.852649936999914,24.321762149052713,18.30311202430993,7.230842808365981,18.672681015074573,15.559996061812049,20.758112222879156,1301.75,0.0,0.0,0.0,2930.5,19.0,19.0,9.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7323.0,105.0,163.0,185.0,15229.0,345.0,376.0,282.0,2828.0,118.0,140.0,96.0,107.0,116.0,306.0,122.0,-10.8325,-1.32,-11.0975,-0.255,-12.73,6.895,1.0375,0.0525,17.479653585631617,1.8374003647138708,17.009447286507598,2.207295944922469,14.093212785470234,8.680284750997254,0.6944778605159906,0.5003695376274092,11.0,0.0,10.0,0.0,5.0,18.0,1.0,0.0,13.0,1.0,16.0,7.0,7.0,21.0,5.0,6.0,Suger,1,0
Suger-100_240-right-1,2148.2475,0.8475,4.3825,3.1975,3181.0725,18.7,20.415,25.65,89.965,2.0275,3.49,2.07,1.1575,3.635,2.415,5.77,3477.9224982024257,8.185153363802756,25.016008784151122,24.445704631639213,4804.518997176444,49.84768780946452,52.53324785624613,55.13908138280272,195.28934583456157,15.201297390548227,18.705738735856805,12.44436642176278,10.871668533014095,18.949260174288675,20.070746427459596,23.93353578847777,3717.0,0.0,0.0,0.0,7411.25,0.0,9.0,11.5,45.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10332.0,105.0,236.0,248.0,14983.0,429.0,345.0,303.0,920.0,224.0,176.0,96.0,144.0,116.0,292.0,162.0,-11.0725,-0.7225,-12.0125,0.3075,-12.84,7.13,1.0375,0.025,17.326504643403904,1.3730283197797828,16.00257948348681,2.535550490668017,13.927826854978287,8.962919995017922,0.6181010210155399,0.17160600675350676,11.0,0.0,8.0,2.0,5.0,18.0,1.0,0.0,12.0,1.0,9.0,10.0,6.0,21.0,5.0,2.0,Suger,1,0
Suger-100_240-right-2,2324.9325,3.3375,4.48,3.67,4280.8625,12.475,16.775,23.3575,143.105,2.055,2.7875,1.5625,1.0175,3.425,3.69,4.38,3412.0123157824946,17.19076495532908,27.885634680851084,21.128941773101953,6208.241889374652,32.99866139914357,41.604166156816774,51.57557361031554,274.25131436983963,13.535694017350119,15.853728125861194,11.127022076941875,10.588317852111507,17.67002970780425,22.386083664961205,20.339489597645517,4648.25,0.0,0.0,0.0,10476.75,0.0,9.0,9.0,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8775.0,114.0,236.0,200.0,18529.0,282.0,334.0,282.0,1088.0,118.0,140.0,133.0,144.0,116.0,292.0,111.0,-10.955,-0.1875,-11.685,0.6475,-12.91,6.355,1.0475,0.0225,17.18739338084957,1.2210943569484827,16.63648721235699,2.5845586874788795,13.844894465357743,8.007138106191814,0.6452011013264611,0.26865253667825256,11.0,0.0,9.0,3.0,4.0,16.0,1.0,0.0,12.0,3.0,13.0,10.0,6.0,19.0,5.0,5.0,Suger,1,0
Suger-100_240-right-3,2015.065,2.195,3.6225,2.73,3528.1525,19.215,15.5575,24.09,217.46,0.7325,3.97,0.99,2.08,3.2975,4.2575,2.265,3106.7905722666337,15.863830805311473,25.50649814005076,21.390909928493564,5505.939776395739,39.33913692794473,36.21928056244568,50.34534272238693,413.1621543831625,7.895999669259293,20.06503461335375,8.544144545537492,16.042193738696607,17.838849602422425,26.103249660859014,14.367876136077136,3492.5,0.0,0.0,0.0,7323.0,19.0,9.0,19.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8964.0,232.0,236.0,232.0,14862.0,241.0,159.0,345.0,1481.0,103.0,140.0,96.0,144.0,116.0,292.0,116.0,-11.1,-0.3425,-11.3475,0.52,-13.075,6.835,1.055,0.1,17.346678880132345,1.3729187940433936,16.768264085799938,2.278723645735501,13.677062187296903,8.611513828942348,0.6147518194350836,0.5923488777590926,11.0,0.0,10.0,2.0,4.0,18.0,1.0,0.0,12.0,4.0,14.0,8.0,6.0,20.0,5.0,5.0,Suger,1,0
Suger-100_240-right-4,2146.36,2.07,3.7,1.8775,3418.325,18.33,19.905,21.915,245.95,1.9775,3.09,2.1,3.24,2.9225,2.3175,3.765,3345.330674792744,12.96303207205985,22.986320438867498,15.949402884777571,5257.845219789519,37.62772534030874,46.10640385229005,48.91609895363799,427.0916361440036,12.16045580821953,17.56254558766459,11.920791213585458,19.666196842440463,17.07381861081135,15.065327875954875,19.476089704441186,4557.0,0.0,0.0,0.0,7192.5,19.0,9.0,9.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9470.0,114.0,236.0,185.0,15167.0,189.0,313.0,292.0,1439.0,118.0,140.0,96.0,159.0,128.0,263.0,133.0,-11.0,-0.725,-11.2625,-0.185,-13.0725,7.2775,1.035,0.03,17.317903292145104,1.4764228938225994,16.73690244665275,2.3600210270504642,13.609382129798828,9.133128096225043,0.5697249039364676,0.2534968473750184,11.0,0.0,10.0,1.0,4.0,19.0,1.0,0.0,12.0,1.0,12.0,7.0,5.0,21.0,6.0,4.0,Suger,1,0
Suger-100_240-right-5,2147.495,1.4825,2.3075,5.555,4020.88,21.55,23.5875,18.92,168.8025,2.865,2.5725,1.29,1.36,5.0025,3.345,2.385,3289.9055230890885,11.348421053212725,19.219558327541396,28.04421812827144,6175.705949974569,47.614234092554234,51.62082057214265,44.00869816052795,331.518899076453,15.665576936451343,14.985866148158602,9.118319987722357,12.485797445282087,22.25749275433503,21.80722041332613,14.703307216669684,4038.25,0.0,0.0,0.0,8065.0,19.0,19.0,9.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9711.0,105.0,236.0,200.0,18060.0,324.0,366.0,251.0,1208.0,118.0,140.0,96.0,144.0,116.0,292.0,111.0,-10.8675,-0.17,-11.245,0.6375,-12.805,6.0925,1.0,0.0325,17.23026839961605,1.336249942852928,16.746824035864844,2.1789822530594103,13.947699480631346,7.69949018590237,0.4188539082916955,0.285740913546145,11.0,0.0,10.0,2.0,5.0,16.0,1.0,0.0,13.0,3.0,11.0,7.0,6.0,18.0,5.0,5.0,Suger,1,0
Suger-100_240-right-6,2061.6,2.89,7.8125,3.8325,3532.0875,21.0925,18.34,30.265,144.9825,1.2125,3.8325,3.06,1.64,4.84,3.8625,4.0175,3215.6888012003574,17.163460050416923,42.19981522189291,23.305198442323643,5309.5115346597995,47.56548256434453,41.71053610366504,59.13927128838613,273.68075394783136,10.016394768598103,19.80998567847668,15.126414679382213,13.026304599878705,22.040050125256258,23.149586435405844,20.154097918469787,4269.0,0.0,0.0,0.0,8760.0,11.5,9.0,19.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8700.0,141.0,479.0,200.0,14045.0,345.0,282.0,261.0,984.0,118.0,140.0,96.0,144.0,116.0,306.0,116.0,-10.73,-0.22,-11.5225,1.1325,-13.095,6.5,1.075,0.0175,17.307975474838017,1.3307995975812115,16.833982034201505,2.7484228788165055,13.642443537143944,8.185199675898923,0.6484027029268995,0.25954220348234763,11.0,0.0,10.0,3.0,4.0,17.0,1.0,0.0,12.0,2.0,12.0,10.0,6.0,19.0,5.0,5.0,Suger,1,0
Suger-100_240-right-7,1733.81,1.065,4.7975,5.825,4315.34,18.315,15.98,23.055,145.1075,2.055,5.1025,1.83,1.15,3.2675,1.1975,4.6775,2802.25473733782,8.383105997505593,27.004993388627156,27.173246739134132,6564.380819869494,40.75036509823057,35.75374702132862,52.21746483778413,288.034582551495,13.840914068645848,22.012345448187066,11.266251419732768,12.091236288629453,17.193311742409563,7.630797233319758,21.93333471406482,1907.75,0.0,0.0,0.0,8497.25,9.0,9.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7799.0,105.0,218.0,200.0,18215.0,272.0,189.0,334.0,1154.0,118.0,140.0,96.0,144.0,116.0,123.0,139.0,-10.9025,-0.44,-11.745,1.9325,-12.9875,6.4775,1.055,0.0525,17.44444798966595,1.4022538249096166,16.27073498778114,3.3535144098755714,13.721079177107818,8.129249997003663,0.6580711542912956,0.44748671589473465,11.0,0.0,9.0,5.0,4.0,17.0,1.0,0.0,13.0,1.0,10.0,9.0,6.0,19.0,6.0,4.0,Suger,1,0
Suger-100_240-right-8,2135.2425,1.88,2.625,5.0625,4847.3425,20.3875,17.94,23.045,159.255,2.16,3.01,1.56,2.9825,2.7775,1.7375,4.3175,3205.3838448266174,13.42091286968369,21.406540471018275,27.221059106824683,7328.458535494323,45.03663052419028,38.107109303234,50.65637319591098,284.1947335744971,13.369977214895199,18.954632553497234,11.512503826748587,17.839501486398227,14.662211458786013,8.75243431945023,21.13844313556438,4576.75,0.0,0.0,0.0,9651.25,9.0,9.0,9.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9312.0,114.0,273.0,200.0,20033.0,282.0,261.0,292.0,1167.0,118.0,193.0,96.0,144.0,116.0,96.0,133.0,-10.965,0.01,-11.3375,1.44,-13.1125,6.5125,1.02,0.0225,17.247971076786502,1.1888791292473273,16.63340823233652,2.93819374040249,13.583856102614677,8.187639302226117,0.5101476517307668,0.26865253667825123,11.0,0.0,10.0,4.0,4.0,17.0,1.0,0.0,12.0,3.0,10.0,7.0,6.0,19.0,5.0,5.0,Suger,1,0
Suger-100_240-right-9,1583.6825,1.3725,2.0825,3.875,3132.7575,15.6575,18.775,18.47,228.8925,1.5025,2.8825,2.8225,1.78,5.0525,4.445,1.9375,2594.7714492568266,9.995926175210059,18.209328457061325,24.334230250919422,5194.5036277338495,38.717409368661954,41.04065317502359,46.775891869106836,416.61781882338437,11.562838831992526,19.61493200712436,14.809601767477654,12.812180920900026,22.03789726902499,29.514313676239322,13.389989667967285,2239.25,0.0,0.0,0.0,4796.5,2.25,9.0,9.0,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7092.0,96.0,218.0,248.0,15105.0,251.0,200.0,324.0,1481.0,103.0,193.0,133.0,144.0,116.0,292.0,116.0,-10.9375,-0.4625,-10.9225,0.29,-12.9175,6.395,1.0275,0.0575,17.513291586835233,1.2836327483285348,17.104177148867702,2.3780322945630834,13.837789012768749,8.070427777464928,0.6063521314122412,0.4579498281611013,11.0,0.0,11.0,2.0,4.0,17.0,1.0,0.0,13.0,1.0,15.0,6.0,6.0,19.0,5.0,5.0,Suger,1,0
Suger-100_240-top-0,533.8325,2.4925,3.165,7.15,1514.15,19.115,18.0025,21.06,720.2075,2.0625,2.62,4.2225,0.0,0.025,0.9275,0.0,848.4520886949252,15.847643777016454,21.952050160876947,34.613114121282564,2614.473094411848,51.18223155615305,52.01168650006875,57.38107588459937,1171.6121658260174,14.718531914027997,18.29363941668709,22.09918388926224,0.0,0.35311006328336164,4.429027484804413,0.0,1025.0,0.0,0.0,0.0,2423.0,0.0,0.0,0.0,875.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3086.0,141.0,218.0,263.0,9774.0,345.0,345.0,408.0,3306.0,118.0,158.0,157.0,0.0,5.0,40.0,0.0,-11.61,-0.9225,-10.9175,1.2125,-12.35,6.5375,1.0,0.0,15.300921393456152,1.4686340473079957,16.119873434641857,2.7461239487420483,14.453364638499773,8.239740716046182,0.0,0.0,7.0,0.0,9.0,3.0,6.0,17.0,1.0,0.0,10.0,2.0,10.0,7.0,8.0,19.0,1.0,0.0,Suger,0,1
Suger-100_240-top-1,722.72,1.7,3.9425,1.765,1452.165,19.905,12.455,18.9325,957.2125,0.9925,0.7825,3.855,0.0,0.0125,1.46,0.0125,1020.9540879610211,12.53966138974347,26.857821023406167,16.563382477554082,2618.1921813574454,51.920664127190356,39.777299542543695,54.41756262048027,1324.011144636465,9.908981457941792,8.329985919167829,20.42343670681535,0.0,0.24999999999999983,5.31592396663531,0.24999999999999986,1888.0,0.0,0.0,0.0,1577.5,0.0,0.0,0.0,2276.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.0,141.0,236.0,185.0,7969.0,345.0,355.0,345.0,3361.0,103.0,122.0,145.0,0.0,5.0,27.0,5.0,-11.6375,-0.4125,-11.2875,1.3375,-12.625,7.59,1.0,0.0,15.249671305878802,1.249498646324964,15.683583158887975,2.8930118464775845,14.112664285424021,9.532001238934425,0.0,0.0,8.0,0.0,8.0,3.25,5.0,20.0,1.0,0.0,9.0,2.0,9.0,11.0,7.0,22.0,1.0,0.0,Suger,0,1
Suger-100_240-top-2,905.065,2.21,7.6225,5.055,1542.945,17.4325,21.0975,19.37,766.8225,0.5875,2.23,3.155,0.0,0.025,1.3225,0.0,1246.0101279171754,14.93950709295489,38.581294489184394,24.58216185985809,2503.8402438838316,42.770301500880244,48.35886105312961,50.00594551117048,1051.3269552860509,7.850568279160756,17.220000611284174,17.20336782905177,0.0,0.3531100632833618,4.899848470880916,0.0,2400.0,0.0,0.0,0.0,3025.0,0.0,9.0,9.0,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.0,159.0,236.0,185.0,8760.0,324.0,324.0,345.0,2845.0,118.0,140.0,170.0,0.0,5.0,27.0,0.0,-11.355,-0.7275,-11.455,1.4925,-12.7125,7.7,1.0025,0.0,15.887574155022156,1.425947778731457,15.438550680610982,2.8425594295063883,14.024498570372312,9.618017761688785,0.04999999999999994,0.0,9.0,0.0,8.0,4.0,5.0,20.0,1.0,0.0,9.0,2.0,10.0,10.0,6.0,22.0,2.0,0.0,Suger,0,1
Suger-100_240-top-3,1068.56,2.0725,6.3,2.795,1863.2775,21.0325,20.09,17.2575,829.84,1.9875,3.4675,3.0375,0.035,0.0,0.625,0.0125,1545.3493368271445,13.456036043911196,33.81054395015726,19.731480006784658,2851.6814448937903,51.21879397144859,49.04324622208428,46.745738886128045,1233.360130874632,14.309410954145996,25.598479429896,16.505823192077482,0.4943540885967093,0.0,3.5150054278613476,0.2499999999999997,2864.0,0.0,0.0,0.0,4571.25,0.0,9.0,0.0,1412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4326.0,105.0,236.0,200.0,8522.0,324.0,261.0,355.0,3454.0,118.0,265.0,133.0,7.0,0.0,40.0,5.0,-11.3925,-0.805,-11.5725,2.2175,-12.8775,7.4425,1.0,0.0,15.601987012777158,1.6289901849171395,15.509872149222025,3.413843812176357,13.779229356322345,9.349075182440108,0.0,0.0,8.0,0.0,8.0,5.0,4.0,19.0,1.0,0.0,9.0,3.0,9.0,11.0,6.0,21.0,1.0,0.0,Suger,0,1
Suger-100_240-top-4,615.14,1.8575,4.71,2.8275,1673.645,13.725,18.5675,19.8875,654.7275,1.2525,2.3675,2.0125,0.0,0.0,2.0625,0.0,996.2416418331026,13.28546018702224,29.378796507184152,18.030821391443215,2654.221658132822,40.38504369671966,49.22680814709481,48.70338687898125,1131.0213931323626,11.60000621164822,19.921209305674747,13.018296118716382,0.0,0.0,6.643337156236207,0.0,1160.0,0.0,0.0,0.0,3565.5,0.0,0.0,9.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3153.0,168.0,236.0,185.0,8356.0,366.0,355.0,241.0,3435.0,118.0,265.0,133.0,0.0,0.0,40.0,0.0,-11.2225,-0.9875,-11.5675,2.235,-12.3,6.125,1.0025,0.0,15.843944274562322,1.6489819902018492,15.596749348039317,3.4379242732018787,14.5020956051998,7.70472465146466,0.049999999999999864,0.0,9.0,0.0,8.0,6.0,6.0,16.0,1.0,0.0,10.0,2.0,9.0,14.0,8.0,18.0,2.0,0.0,Suger,0,1
Suger-100_240-top-5,1211.585,1.935,6.7025,3.33,1617.3675,15.825,14.425,13.5725,824.41,1.2875,4.33,2.9175,0.0,0.0,1.5325,0.0125,1794.0601166153979,12.778458337911337,34.43302305115129,21.61664400978134,2709.487757346733,45.567976432912516,45.464457736711324,39.978311711078746,1213.5561640518595,11.617325396726734,25.614866845423496,17.152586446495743,0.0,0.0,5.641676615829165,0.24999999999999994,3272.75,0.0,0.0,0.0,2918.0,0.0,0.0,0.0,1439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,114.0,236.0,216.0,8864.0,324.0,345.0,251.0,3398.0,118.0,265.0,157.0,0.0,0.0,27.0,5.0,-11.315,-0.74,-11.225,0.9025,-12.3025,6.925,1.0,0.0,15.747722117172954,1.453506692196715,16.131488999573445,2.4582720564980964,14.48950856295652,8.665859322334143,0.0,0.0,9.0,0.0,9.0,2.0,6.0,18.0,1.0,0.0,10.0,2.0,14.0,10.0,8.0,20.0,1.0,0.0,Suger,0,1
Suger-100_240-top-6,1100.1875,3.395,4.39,4.225,1644.3275,17.785,13.765,20.1275,677.76,1.025,1.5725,2.5925,0.0,0.025,1.3625,0.025,1557.0974257659884,19.034962555748468,26.873935719440738,26.23652536365848,2842.7325271287273,40.65668690973465,38.47102577994771,52.139981664456926,964.4304498674802,9.067520323221244,13.971318409342722,18.1146846024327,0.0,0.35311006328336136,5.962799778879725,0.35311006328336153,2777.0,0.0,0.0,0.0,2753.0,0.0,0.0,0.0,1467.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4377.0,168.0,273.0,200.0,9890.0,220.0,303.0,292.0,2828.0,103.0,140.0,182.0,0.0,5.0,68.0,5.0,-11.8325,-0.99,-11.35,0.6925,-12.5925,7.6975,1.0,0.0,14.992878635353403,1.7182202134052493,15.92943398768204,2.42438401343755,14.177055972242613,9.64305267600882,0.0,0.0,7.0,0.0,9.0,2.0,5.0,20.0,1.0,0.0,9.0,2.0,10.0,7.0,7.0,22.0,1.0,0.0,Suger,0,1
Suger-100_240-top-7,954.7775,1.5875,4.075,2.03,1130.575,16.5025,13.1025,21.1775,1856.4,2.3975,2.445,2.4675,0.0,0.0,1.1925,0.0,1397.7553570238922,11.799594052318033,27.07715468368889,16.3256060694184,2045.5831590346868,46.28136672587622,39.89167027266291,50.63453004454641,2567.0064140598824,18.237901369563314,16.881185119166588,15.693778399452688,0.0,0.0,4.7583661977805605,0.0,2234.25,0.0,0.0,0.0,839.5,0.0,0.0,9.0,4970.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3952.0,132.0,236.0,185.0,6653.0,324.0,272.0,313.0,6697.0,208.0,140.0,145.0,0.0,0.0,27.0,0.0,-11.9925,-0.2325,-11.2175,1.175,-12.425,7.495,1.0025,0.0,14.91638999477389,1.3182519563996056,15.984334240210194,2.6375683720603793,14.35267826691528,9.429063745026287,0.049999999999999996,0.0,7.0,0.0,9.0,3.0,6.0,19.0,1.0,0.0,9.0,2.0,10.0,8.0,7.0,22.0,2.0,0.0,Suger,0,1
Suger-100_240-top-8,912.02,1.5425,5.1625,3.1825,1387.6425,17.01,13.765,19.135,746.1675,3.695,0.96,3.1275,0.0,0.025,0.8625,0.0,1307.1233753536724,11.552568907863149,30.8781434530603,21.60894629893777,2456.2154956551476,46.19952261359747,39.71988100899115,52.040053737313386,1064.5207091900452,22.795747196035688,10.529747811435572,16.713605393904693,0.0,0.4999999999999999,4.138406670982922,0.0,2467.5,0.0,0.0,0.0,2045.5,0.0,0.0,0.0,1569.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3568.0,114.0,218.0,185.0,8389.0,345.0,251.0,451.0,2914.0,224.0,140.0,133.0,0.0,10.0,27.0,0.0,-11.5775,-0.985,-10.905,0.275,-12.335,7.265,1.0,0.0,15.382964041652263,1.5719263280931408,16.274308211700525,2.2432019274282964,14.421085057497868,9.13500935905237,0.0,0.0,8.0,0.0,10.0,1.0,6.0,19.0,1.0,0.0,9.0,1.0,12.0,8.0,8.0,20.0,1.0,0.0,Suger,0,1
Suger-100_240-top-9,581.515,1.94,2.76,2.9525,1421.2725,11.98,14.5975,21.1875,938.14,0.9175,3.58,1.505,0.0,0.0,1.195,0.025,847.7836295194683,13.19304897866239,20.530493244980835,20.840611109767732,2242.071371149256,36.36007063857416,44.74881713898548,58.51013530649164,1304.3525537065934,8.99767130831251,20.64968823154858,13.020129970977765,0.0,0.0,5.490659646927297,0.3531100632833613,1311.0,0.0,0.0,0.0,3062.25,0.0,0.0,9.0,2197.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3176.0,114.0,236.0,200.0,7538.0,230.0,345.0,461.0,3624.0,103.0,140.0,157.0,0.0,0.0,68.0,5.0,-11.4325,-1.5325,-11.685,1.87,-12.6275,7.58,1.0,0.0,15.488550019426022,2.0808094988311816,15.504572047817545,3.1068039166386257,14.110155384063093,9.517618539143156,0.0,0.0,8.0,0.0,8.0,4.0,5.0,20.0,1.0,0.0,9.0,0.0,10.0,12.0,7.0,22.0,1.0,0.0,Suger,0,1
Suger-100_458-back-0,1248.225,1.6025,3.5375,3.2375,2329.9925,4.35,5.7625,3.68,1834.0825,3.13,3.05,2.07,1.47,1.5625,6.9375,4.445,2230.8762272318168,14.807689316948466,26.55855768326927,24.610267306395418,5015.206376105691,25.97285067972076,24.6249276426047,22.59178105923866,3339.7114496781637,19.638285455688113,16.96812580201732,11.572809719857554,13.593050708686537,12.524105829041952,41.2416145498293,20.443012667346594,367.5,0.0,0.0,0.0,64.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6706.0,223.0,310.0,232.0,16535.0,230.0,292.0,241.0,9619.0,254.0,140.0,96.0,144.0,111.0,306.0,116.0,-19.275,5.5975,-19.485,8.3575,-20.8075,8.6775,1.03,0.08,7.190872451694643,7.089863126173123,7.325567202414625,10.548833512345245,4.55106848012387,11.015755121745254,0.5145501965424807,0.5425272708343767,-10.0,15.0,-11.0,21.0,-17.0,22.0,1.0,0.0,-9.0,18.0,-7.0,26.0,-10.0,27.0,5.0,5.0,Suger,0,0
Suger-100_458-back-1,2020.52,2.455,5.245,6.95,1760.315,2.02,6.07,3.59,2141.0525,1.6875,1.6975,0.96,0.96,2.3975,8.62,4.1025,3529.011353400721,17.003846682589625,28.182096291412627,33.73481279012759,2662.8854186120648,14.834073085662675,29.019915381024205,22.160994431330707,3860.2048583741475,11.33804312059675,12.693652578729006,7.6802255605974805,9.650192513045925,15.101311790519613,45.44726873629466,19.955263091792524,834.5,0.0,0.0,0.0,4316.0,0.0,0.0,0.0,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9670.0,241.0,236.0,200.0,8556.0,230.0,261.0,261.0,10083.0,118.0,140.0,96.0,144.0,111.0,306.0,116.0,-19.825,7.2425,-20.0375,9.9075,-20.2125,7.6275,1.01,0.0425,6.400530601438424,9.110224158083378,6.2637192783517035,12.174748663218082,5.043901874074095,9.529205535896672,0.38113404189961425,0.6608976579514507,-12.0,19.0,-13.0,25.0,-14.0,20.0,1.0,0.0,-9.0,22.0,-7.0,29.0,-11.0,22.0,5.0,13.0,Suger,0,0
Suger-100_458-back-2,1550.28,2.6475,3.0725,1.11,1330.3225,5.1575,4.5775,3.02,546.825,1.9125,1.92,2.64,3.7775,3.355,6.565,2.5425,2720.6577031011584,15.517255129916446,20.009076731050726,12.437629862296092,2927.5573450429647,27.224909236899006,23.529302240180673,15.974120674651253,1191.0671398809868,13.661127690437382,14.29911752188796,13.681313747760484,21.33121058713703,17.766487982662547,36.35367587154622,14.751685473557883,425.75,0.0,0.0,0.0,499.25,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8187.0,123.0,236.0,185.0,13766.0,230.0,220.0,159.0,4735.0,133.0,140.0,96.0,151.0,122.0,292.0,111.0,-19.3925,8.27,-19.84,10.5425,-20.245,6.1375,1.025,0.0675,6.221350879585357,10.467618046572102,6.632826393394589,13.085919799252943,5.045156986908959,7.721895033427255,0.5099265267238419,0.5733809066932706,-12.0,21.0,-12.0,27.0,-14.0,16.0,1.0,0.0,-7.0,25.0,-6.0,32.0,-11.0,17.0,5.0,9.0,Suger,0,0
Suger-100_458-back-3,315.6525,2.03,3.08,2.72,117.7775,3.4275,7.735,3.285,15.305,3582.58,1.9575,0.96,2.355,4.135,4.0225,1.46,1339.1802721242857,12.395289751355206,23.676783463721726,19.788014397216944,448.6283109627026,18.640504681659426,26.79074719634273,22.362109355717994,99.86603545547469,8464.184812783995,13.69798454889457,8.092101412065869,16.208509012584383,18.404444679476114,29.232059060941314,11.877756638224781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9956.0,105.0,292.0,200.0,3008.0,189.0,292.0,292.0,1154.0,26523.0,140.0,96.0,151.0,116.0,292.0,116.0,-18.4325,19.2875,-19.26,20.9625,-18.89,20.035,1.0175,0.045,7.708696631688015,29.57484611213355,8.01235887469113,30.427218618074104,7.227967125819644,31.935143784258976,0.4927481627359952,0.3439050402243756,-11.0,21.0,-11.0,27.25,-12.0,17.25,1.0,0.0,-3.0,86.0,-5.0,86.0,-7.0,86.0,5.0,4.0,Suger,0,0
Suger-100_458-back-4,2472.2875,2.71,3.7125,2.455,1159.5825,9.3725,11.89,7.285,2451.7325,1.8325,2.2575,2.34,2.2525,3.83,4.41,1.94,4044.0955015811173,15.23930743925298,24.750075947327808,18.89989391438318,2080.9911481287527,39.12884370607477,39.57117124858675,35.679494683251136,4424.32336963989,12.803095010763458,13.668696973097193,11.845471200839755,16.238317373663424,19.708682869515265,29.154018453378832,13.916197446804391,2981.25,0.0,0.0,0.0,1187.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10984.0,114.0,236.0,185.0,8033.0,345.0,282.0,483.0,11561.0,133.0,140.0,96.0,151.0,139.0,334.0,139.0,-20.98,7.0,-19.8775,9.02,-20.19,8.0125,1.0175,0.0525,5.0550453716335095,8.824379535438378,6.490208066917406,11.148107496426402,5.078225174932531,10.019647053048796,0.5028178741217716,0.3938674636820945,-15.0,18.0,-12.0,23.0,-14.0,21.0,1.0,0.0,-7.0,23.0,-8.0,26.0,-11.0,24.0,6.0,6.0,Suger,0,0
Suger-100_458-back-5,1980.4875,2.0875,3.6675,3.9475,4232.3875,5.2425,6.2625,3.0825,1399.615,1.94,3.48,1.74,0.71,1.8125,3.6225,3.695,3570.110464911848,12.955866622880666,24.9256929527131,22.53340029983666,7680.943479755084,29.24194628108318,27.063437843699717,19.12668997562196,2568.655972593209,13.048066143118294,19.33608830081581,11.232444949737037,8.106181310493543,12.939703767241346,30.756216540558352,19.91943610740768,232.0,0.0,0.0,0.0,2614.75,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9430.0,114.0,218.0,216.0,22101.0,241.0,241.0,230.0,6980.0,148.0,140.0,96.0,144.0,116.0,320.0,116.0,-18.925,5.9775,-20.165,10.825,-20.2875,6.4775,0.9525,0.0275,7.142261879958236,7.480768576572946,6.393352986189254,13.476959824652129,5.0162486607589925,8.08721220527398,0.21297216451250814,0.2862666965504095,-10.0,15.25,-13.0,27.0,-14.0,17.0,1.0,0.0,-8.0,18.0,-7.0,33.0,-11.0,20.0,1.0,5.0,Suger,0,0
